,buyer,seller,price
0,-197495.221578,766.832225,10.313042
1,-112916.624912,1709.962629,10.017248
2,-109137.490079,1739.260460,9.927519
3,-101448.704725,1569.447477,9.920940
4,-189448.119462,621.979345,10.257567
5,-156738.516102,1173.365346,10.170230
6,-103678.452635,1748.929557,9.946955
7,-97575.817812,1593.307751,10.075927
8,-88164.061096,1478.450973,9.998906
9,-142562.822310,565.097376,10.230568
10,-145118.378891,802.882707,10.242219
11,-93969.949536,1445.551423,10.119541
12,-126399.291444,840.701376,10.158108
13,-139164.930605,807.583845,10.284902
14,-86550.050256,1431.816436,9.887750
15,-90710.521307,1457.924051,10.059700
16,-91663.153259,1396.632616,10.065324
17,-96157.568736,1422.633439,9.941336
18,-100611.760389,1514.918500,10.068273
19,-93177.491902,1554.305073,10.122796
20,-82851.347528,1401.653192,9.900812
21,-134750.885626,853.128160,10.171958
22,-88561.209520,1478.640839,9.896250
23,-93655.726440,1588.061700,9.750443
24,-91194.237882,1547.203648,9.873545
25,-133837.910669,847.100264,10.056626
26,-91942.457888,1537.578367,10.047407
27,-91512.817437,1694.842585,9.892014
28,-195677.010820,337.029729,10.135563
29,-92415.503950,1532.281315,9.900602
30,-81149.692074,1408.231507,9.853734
31,-85324.822223,1456.397651,9.684429
32,-77509.561545,1591.340142,9.657729
33,-80708.243704,1534.616729,9.611561
34,-97363.333446,1263.521338,9.919217
35,-70284.312384,1465.074108,9.359065
36,-68391.851922,1607.456781,9.292956
37,-74560.435722,1799.593467,9.584061
38,-82211.281263,1684.934126,9.595289
39,-71808.428903,1553.446209,9.481984
40,-72257.350253,1516.167493,9.355739
41,-70497.115863,1676.134314,9.421977
42,-63837.073803,1598.248155,9.264408
43,-66663.924327,1502.137998,9.243702
44,-58417.647373,1310.453675,9.517400
45,-62716.603958,1151.517509,9.546942
46,-46704.456531,1205.138299,9.398624
47,-85948.058075,884.271968,9.661729
48,-56760.247290,1223.097945,9.094272
49,-46491.989521,1326.676671,9.255743
50,-52671.211242,1322.456072,9.311152
51,-67365.728992,1215.972200,9.488952
52,-41527.602142,1288.769141,9.320270
53,-51244.603564,1333.482504,9.109967
54,-84464.754238,1184.340774,9.662915
55,-79605.606554,1094.113587,9.718828
56,-58451.277063,1259.507863,9.169775
57,-57732.597559,1327.304565,9.319559
58,-57851.426158,1303.070680,9.463615
59,-122448.320175,794.108723,9.774801
60,-53841.525465,1371.603219,9.365345
61,-55284.455733,1504.009761,9.316975
62,-61001.936273,1538.230928,9.343171
63,-55725.956146,1503.544165,9.375487
64,-59977.728123,1453.225551,9.324239
65,-63168.364156,1397.900430,9.415084
66,-63899.618667,1509.793016,9.591604
67,-63220.253984,1512.977616,9.122187
68,-92333.321978,1196.917060,9.733864
69,-51391.198704,1345.130154,8.816054
70,-52067.318726,1408.144942,9.191941
71,-56564.475567,1444.850593,9.710819
72,-50781.172811,1376.550216,9.272018
73,-103099.060116,1115.161205,9.739348
74,-59904.359818,1393.627345,9.408092
75,-69939.128857,1416.655263,9.583466
76,-54333.057798,1326.918029,8.953401
77,-51505.097400,1287.622811,9.138249
78,-56906.094689,1339.816511,9.305450
79,-56524.557831,1306.586657,9.093334
80,-51834.440248,1314.186322,9.153924
81,-56511.020485,1351.291333,9.331088
82,-56504.299060,1270.781406,9.452654
83,-42328.411063,1240.236941,9.227334
84,-45084.880617,1305.273488,9.246447
85,-54257.444895,1336.348112,9.406998
86,-61354.935861,1462.151973,9.355365
87,-58993.991322,1343.708523,9.209123
88,-51032.827495,1327.355154,8.936602
89,-56191.677900,1481.552475,9.196501
90,-59091.938883,1555.517125,9.166963
91,-56316.695033,1558.565703,9.142829
92,-52166.387923,1561.266229,9.025256
93,-56601.747420,1349.051006,9.091327
94,-52375.965686,1228.226478,9.134027
95,-51553.331108,1379.132783,9.274765
96,-58437.843441,1353.884393,9.382532
97,-52720.436862,1341.799013,9.367066
98,-63148.263472,1336.291595,9.187499
99,-52414.101841,1402.355283,9.329824
100,-56956.692981,1479.188077,9.280136
101,-58252.165808,1620.224210,9.485148
102,-62158.525362,1583.013366,9.191263
103,-63822.654234,1539.337933,9.443857
104,-61257.850177,1419.913399,9.221059
105,-41358.135533,1339.837057,9.215075
106,-59314.258826,1346.340975,9.350460
107,-55432.342663,1390.016065,9.324974
108,-57680.701243,1434.584136,9.187607
109,-64673.664454,1555.381273,9.238524
110,-63468.012290,1596.656471,9.344612
111,-52793.809761,1700.849990,9.100081
112,-73195.665130,1861.554266,9.244697
113,-113314.499863,1615.631146,9.745027
114,-78641.299282,2015.562585,9.183234
115,-73019.380348,2013.974664,9.298969
116,-111285.730664,2214.114286,9.750710
117,-86560.343421,2280.813902,9.198567
118,-74770.565225,2012.473655,9.192838
119,-58784.563441,1736.244887,9.104770
120,-61932.515334,1650.520608,9.019246
121,-69472.411485,1628.146498,9.364959
122,-76141.578872,1895.092153,9.168485
123,-74655.501175,1886.402611,9.245885
124,-81102.808197,2041.782974,9.086541
125,-78010.972577,2004.645401,9.241786
126,-89311.076739,2231.286891,9.415146
127,-154718.278622,1609.059075,9.736918
128,-75733.133952,2075.897282,9.377913
129,-77677.973331,2070.660366,9.371884
130,-85750.588163,2241.968813,9.296413
131,-76699.469816,2316.262141,9.193387
132,-64235.195325,1760.757323,8.835911
133,-66362.898133,1593.718045,9.266386
134,-72369.389534,1674.057119,9.592566
135,-68167.529574,1676.571623,9.080204
136,-82160.764552,1884.923612,9.470864
137,-65703.502922,1829.996002,9.318502
138,-74811.687233,2064.019807,9.262845
139,-78484.792344,2105.402668,9.195166
140,-83402.251635,2283.770727,9.544396
141,-77579.444990,2179.422091,9.478414
142,-74864.318292,2119.154673,9.323544
143,-69332.778695,1995.140675,9.355993
144,-64736.353613,1946.073102,9.058247
145,-74672.170193,1867.948696,9.172215
146,-68206.140690,1711.804398,9.021955
147,-61748.541989,1769.635891,9.112168
148,-88693.514941,1978.124902,9.377144
149,-76088.476131,2100.149244,9.204616
150,-84238.169339,2200.722259,9.203439
151,-86429.361486,2269.707919,9.134616
152,-105526.632852,2438.194929,9.282245
153,-106643.451746,2561.935848,9.190057
154,-64790.453658,2583.696637,8.959284
155,-102438.512640,2642.518893,9.361273
156,-106161.174640,2480.910685,9.389479
157,-129458.796540,2875.972675,9.585963
158,-117072.375043,3069.282962,9.350756
159,-98957.443920,2707.707856,9.219902
160,-96395.179756,2508.245187,9.119586
161,-118434.166660,2773.254003,9.337157
162,-87692.638564,2695.464580,9.243996
163,-104634.820443,2570.085463,9.300593
164,-109557.499914,2695.359828,9.281547
165,-109444.362253,2999.854295,9.492168
166,-119935.610140,3024.159063,9.288512
167,-108727.166743,2970.734956,9.213909
168,-124212.161892,2958.533989,9.552964
169,-103902.529325,2786.754386,8.975061
170,-103061.868839,2928.007365,9.482591
171,-138126.206316,3078.596042,9.360178
172,-110268.139698,3093.877315,9.284349
173,-118950.590407,3085.820415,9.431139
174,-135345.315919,3066.373371,9.320300
175,-117759.606197,2954.593595,9.401735
176,-78146.849395,2718.062855,9.175123
177,-105344.614115,2751.640380,9.382650
178,-119499.787593,3009.414622,9.564894
179,-125908.630784,3192.995880,9.336870
180,-122740.396786,3247.914942,9.393465
181,-138748.780178,3181.566289,9.393352
182,-132363.284325,3311.407104,9.493658
183,-118640.615930,3168.714126,9.445206
184,-134698.227821,2981.798873,9.471121
185,-131625.694732,2978.841978,9.517940
186,-134683.000120,3173.643878,9.511531
187,-124566.042520,3132.845535,9.441525
188,-144030.168053,3287.389828,9.617247
189,-113721.671137,3233.965138,9.484168
190,-163021.287219,3319.675767,9.665469
191,-113027.640437,3009.037519,9.603405
192,-160307.980156,3034.871221,9.355824
193,-127358.050581,3210.307317,9.321464
194,-161246.080232,3458.387683,9.565640
195,-121550.663141,2862.909561,8.804579
196,-121488.645094,2913.838886,9.197718
197,-136836.985913,2947.413136,9.441325
198,-115478.971498,2604.989247,9.384556
199,-189679.581059,2090.167190,9.745062
200,-137113.592466,3044.452180,9.543475
201,-141521.401558,3434.578467,9.577001
202,-125479.235659,3219.587515,9.239266
203,-146896.504485,3331.606509,9.694641
204,-122126.368379,3286.354981,9.160623
205,-136967.100087,3528.439983,9.542921
206,-134443.960558,3441.534187,9.359852
207,-131230.442507,3517.405610,9.294046
208,-138068.021396,3519.864213,9.517245
209,-215440.624321,2619.913453,9.717928
210,-144516.503688,3155.382729,9.538838
211,-116354.620766,3084.731978,9.253949
212,-97995.709991,2881.161573,9.270479
213,-91634.345432,2662.801614,9.428135
214,-107281.021448,2774.006813,9.226960
215,-143109.152215,3049.375202,9.487744
216,-138551.073907,3132.169087,9.253973
217,-139433.505848,3385.072708,9.415495
218,-128871.730211,3560.843302,9.503507
219,-202742.839537,3362.548580,9.636722
220,-160496.017144,3976.906034,9.401939
221,-141395.604583,3933.479792,9.452522
222,-150542.758826,3645.928629,9.403786
223,-140575.605536,3569.505255,9.357359
224,-125864.081686,3306.739782,9.173551
225,-119561.366342,3393.293824,9.524975
226,-145635.101431,3584.419347,9.445225
227,-149356.814518,3910.281609,9.413872
228,-169419.625509,3805.865197,9.408855
229,-169107.690621,3794.373215,9.630956
230,-128839.414257,3531.892219,9.335175
231,-121362.784465,3535.435116,9.237481
232,-135080.877434,3755.242105,9.463963
233,-156718.402256,3874.826015,9.670494
234,-207029.208453,3105.871226,9.745860
235,-192260.707353,3153.237962,9.688849
236,-152562.151986,3777.286377,9.622782
