,buyer,seller,price
0,-136714.424861,514.492371,10.301544
1,-57957.109235,1307.346014,10.122303
2,-66657.899590,1309.660340,10.143871
3,-62791.419674,1170.059024,10.252951
4,-119927.985316,407.567265,10.411201
5,-98285.315645,811.898887,10.402274
6,-63408.357230,1264.984089,10.110208
7,-61418.593363,1189.632562,10.231101
8,-56389.038425,1084.453755,10.012378
9,-102008.737393,372.585925,10.192380
10,-102445.312058,531.759327,10.181595
11,-40682.082646,964.564252,9.705351
12,-78780.672847,580.861257,10.141595
13,-92271.595120,525.965941,10.205295
14,-43057.963493,1016.587976,9.783283
15,-42615.997292,1048.091735,9.808615
16,-41920.591765,984.384156,9.857240
17,-39858.576797,975.660142,9.794882
18,-43119.921772,1003.113751,9.896707
19,-35502.082477,1010.386918,9.641196
20,-33979.673154,926.113488,9.702317
21,-78829.489481,573.126235,9.961240
22,-34664.974496,1042.085377,9.590458
23,-41174.419344,1162.700738,9.732605
24,-32720.292410,1079.115687,9.541422
25,-84710.578004,602.458619,9.947882
26,-31338.627674,947.729025,9.349573
27,-35857.480829,1156.398122,9.572094
28,-130276.414216,216.922915,9.781181
29,-26478.450306,1050.811946,9.494232
30,-23957.242081,968.851201,9.613134
31,-22393.095385,951.053796,9.179312
32,-29749.501864,1055.757479,9.404055
33,-27586.216914,1056.961341,9.399695
34,-43158.927790,839.219568,9.711169
35,-28299.787137,1064.801314,9.655799
36,-35983.161345,1204.798232,9.447551
37,-34115.108342,1303.118197,9.676456
38,-35501.149535,1179.837923,9.508863
39,-40299.559944,1148.088742,9.569905
40,-27671.332370,1128.649081,9.422094
41,-28348.368179,1246.917327,9.289946
42,-32084.489831,1187.102364,9.315429
43,-31947.883417,1102.550929,9.450936
44,-34075.549457,907.131436,9.509459
45,-30802.104335,771.374847,9.539789
46,-28006.184717,841.836448,9.695051
47,-42159.398558,631.745048,9.698820
48,-21500.535443,883.686941,9.314713
49,-19790.487809,977.925659,9.460531
50,-19573.854731,924.178366,9.149510
51,-33917.900968,877.261613,9.430366
